"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Milestones Ranch Malibu","","203 Vera Canyon Road","","Malibu","CA","90265","","Los Angeles","818-879-9110","https://www.milestonesranch.com","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","1","1","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Granite Wellness Centers","Outpt/DUI/Mothers in Recovery","","","Grass Valley","CA","95945","5768","Nevada","530-273-9541 x227","https://www.granitewellness.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","","","","","1","","","","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","1","","","","","","","","1","","","","1","","","1","","","1","","","1","","1","","1","1","","","","","","","","","","","1","","","1","","","","1","","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malibu Recovery Center","","","","Studio City","CA","91604","","Los Angeles","818-358-2460","https://aliyahealthgroup.com","","","SU","1","","","","","","1","1","1","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","","1","1","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","","","","1","1","","1","","","1","1","","","","","","","1","1","1","","1","","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","","","1","1","1","1","1","1","","","","1","","1","","1","1","","1","1","","1","","1","","1","1","","1","","","1","1","","","","1","1","","1","","1","","","","1","","","","1","1","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carrara Beach House","","","","Malibu","CA","90265","","Los Angeles","888-383-5207","https://carraratreatment.com/","","","SU","1","1","","","1","1","1","1","1","","","","","","","","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","","","","","","","1","","","","1","1","1","1","1","","","1","1","1","1","1","1","","","","","1","1","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Oro House","","","","Malibu","CA","90265","3646","Los Angeles","310-367-8274","https://www.ororecovery.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Seasons Recovery Centers LLC","Serenity Malibu","","","Malibu","CA","90265","","Los Angeles","424-234-2060","https://www.seasonsmalibu.com","","","SU","1","1","","","","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","1","1","","","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","","1","1","1","1","","","1","","1","","","1","","1","","","","","1","","","1","","1","","1","1","","","","1","1","1","","","1","1","","1","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"6390 Meadows Court LLC","Passages 8","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grasshopper House LLC","","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federal Recovery Systems LLC","Passages Northeast","6428 B Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Passages Malibu","","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","866-286-0581","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grasshopper House LLC","Passages C","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federal Recovery Systems LLC","Passages East","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carrara","","","","West Hollywood","CA","90069","","Los Angeles","888-383-5207","https://carraratreatment.com/","","","SU","1","1","","","1","1","1","1","1","","","","","","","","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","","","","","","","1","","","","1","1","1","1","1","","","1","1","1","1","1","1","","","","","1","1","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Grasshopper House LLC","Passages","6428 Meadows Court","","Malibu","CA","90265","","Los Angeles","310-589-2880","https://www.passagesmalibu.com","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","1","","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","","","","","","","","1","","","1","1","1","1","","","1","","1","1","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","1","","","","1","1","","","1","","1","1","","1","","1","1","1","1","","1","","","","1","","","","1","","","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Back to Life Transitional Living","","280 West Washington Boulevard","","Pasadena","CA","91103","","Los Angeles","626-840-0592","https://","","","SU","1","","","","","","","","","","","1","","","","1","","","","","","","","","1","","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","1","","","","","","1","","","","","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
